,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,year,month,day,weekday,week_num,temp_f,d_low,d_high,d_avg,w_avg,wavg_to_davg_temp_diff
62,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,17,2011,1,3,0,1,50.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
63,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,18,2011,1,3,0,1,50.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
64,1,0,1,1,8.2,12.88,47,0.0,8,102,110,19,2011,1,3,0,1,47.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
65,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,20,2011,1,3,0,1,47.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
66,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,21,2011,1,3,0,1,45.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
67,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,22,2011,1,3,0,1,42.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
68,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,23,2011,1,3,0,1,45.0,51.0,42.0,46.45454545454545,52.541666666666664,6.087121212121211
69,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,0,2011,1,4,1,1,44.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
70,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,1,2011,1,4,1,1,44.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
71,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,2,2011,1,4,1,1,42.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
72,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,4,2011,1,4,1,1,42.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
73,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,5,2011,1,4,1,1,41.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
74,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,6,2011,1,4,1,1,41.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
75,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,7,2011,1,4,1,1,41.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
76,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,8,2011,1,4,1,1,42.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
77,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,9,2011,1,4,1,1,44.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
78,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,10,2011,1,4,1,1,44.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
79,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,11,2011,1,4,1,1,48.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
80,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,12,2011,1,4,1,1,48.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
81,1,0,1,1,9.84,11.365,56,12.998,18,79,97,13,2011,1,4,1,1,50.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
82,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,14,2011,1,4,1,1,51.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
83,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,15,2011,1,4,1,1,53.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
84,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,16,2011,1,4,1,1,54.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
85,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,17,2011,1,4,1,1,53.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
86,1,0,1,1,10.66,12.88,48,12.998,3,179,182,18,2011,1,4,1,1,51.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
87,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,19,2011,1,4,1,1,50.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
88,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,20,2011,1,4,1,1,50.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
89,1,0,1,1,9.02,13.635,64,0.0,0,48,48,21,2011,1,4,1,1,48.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
90,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,22,2011,1,4,1,1,48.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
91,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,23,2011,1,4,1,1,47.0,54.0,41.0,46.78260869565217,52.541666666666664,5.759057971014492
92,1,0,1,1,8.2,12.88,64,0.0,0,6,6,0,2011,1,5,2,1,47.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
93,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,1,2011,1,5,2,1,44.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
94,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,2,2011,1,5,2,1,44.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
95,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,4,2011,1,5,2,1,50.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
96,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,5,2011,1,5,2,1,48.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
97,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,6,2011,1,5,2,1,47.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
98,1,0,1,1,7.38,9.09,43,12.998,1,87,88,7,2011,1,5,2,1,45.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
99,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,8,2011,1,5,2,1,47.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
100,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,9,2011,1,5,2,1,48.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
101,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,10,2011,1,5,2,1,48.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
102,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,11,2011,1,5,2,1,51.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
103,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,12,2011,1,5,2,1,51.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
104,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,13,2011,1,5,2,1,53.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
105,1,0,1,1,12.3,14.395,28,12.998,10,52,62,14,2011,1,5,2,1,54.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
106,1,0,1,1,12.3,14.395,28,12.998,7,55,62,15,2011,1,5,2,1,54.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
107,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,16,2011,1,5,2,1,54.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
108,1,0,1,1,9.84,11.365,38,12.998,4,186,190,17,2011,1,5,2,1,50.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
109,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,18,2011,1,5,2,1,50.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
110,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,19,2011,1,5,2,1,50.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
111,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,20,2011,1,5,2,1,48.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
112,1,0,1,1,8.2,9.85,51,12.998,3,40,43,21,2011,1,5,2,1,47.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
113,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,22,2011,1,5,2,1,45.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
114,1,0,1,1,8.2,12.88,47,0.0,1,18,19,23,2011,1,5,2,1,47.0,54.0,44.0,48.78260869565217,52.541666666666664,3.7590579710144922
115,1,0,1,1,7.38,12.12,55,0.0,0,11,11,0,2011,1,6,3,1,45.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
116,1,0,1,1,6.56,11.365,64,0.0,0,4,4,1,2011,1,6,3,1,44.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
117,1,0,1,1,6.56,11.365,64,0.0,0,2,2,2,2011,1,6,3,1,44.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
118,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,4,2011,1,6,3,1,44.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
119,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,5,2011,1,6,3,1,42.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
120,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,6,2011,1,6,3,1,42.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
121,1,0,1,2,6.56,11.365,59,0.0,0,95,95,7,2011,1,6,3,1,44.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
122,1,0,1,1,6.56,11.365,59,0.0,3,216,219,8,2011,1,6,3,1,44.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
123,1,0,1,2,7.38,12.12,51,0.0,6,116,122,9,2011,1,6,3,1,45.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
124,1,0,1,1,8.2,12.88,47,0.0,3,42,45,10,2011,1,6,3,1,47.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
125,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,11,2011,1,6,3,1,48.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
126,1,0,1,1,10.66,14.395,35,0.0,6,78,84,12,2011,1,6,3,1,51.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
127,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,13,2011,1,6,3,1,51.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
128,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,14,2011,1,6,3,1,53.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
129,1,0,1,1,11.48,13.635,36,0.0,8,54,62,15,2011,1,6,3,1,53.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
130,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,16,2011,1,6,3,1,51.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
131,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,17,2011,1,6,3,1,48.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
132,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,18,2011,1,6,3,1,48.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
133,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,19,2011,1,6,3,1,48.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
134,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,20,2011,1,6,3,1,47.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
135,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,21,2011,1,6,3,1,48.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
136,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,22,2011,1,6,3,1,48.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
137,1,0,1,2,8.2,9.85,59,12.998,4,19,23,23,2011,1,6,3,1,47.0,53.0,42.0,47.04347826086956,52.541666666666664,5.4981884057971016
138,1,0,1,2,8.2,9.85,64,12.998,4,13,17,0,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
139,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,1,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
140,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,2,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
141,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,4,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
142,1,0,1,3,9.02,13.635,55,0.0,0,5,5,5,2011,1,7,4,1,48.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
143,1,0,1,2,8.2,12.88,69,0.0,8,26,34,6,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
144,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,7,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
145,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,8,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
146,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,9,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
147,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,10,2011,1,7,4,1,48.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
148,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,11,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
149,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,12,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
150,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,13,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
151,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,14,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
152,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,15,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
153,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,16,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
154,1,0,1,2,8.2,12.88,37,0.0,9,178,187,17,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
155,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,18,2011,1,7,4,1,47.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
156,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,19,2011,1,7,4,1,44.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
157,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,20,2011,1,7,4,1,45.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
158,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,21,2011,1,7,4,1,45.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
159,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,22,2011,1,7,4,1,45.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
160,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,23,2011,1,7,4,1,45.0,48.0,44.0,46.608695652173914,52.541666666666664,5.93297101449275
161,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,0,2011,1,8,5,1,45.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
162,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,1,2011,1,8,5,1,45.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
163,1,0,0,2,7.38,12.12,55,0.0,3,13,16,2,2011,1,8,5,1,45.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
164,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,3,2011,1,8,5,1,45.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
165,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,4,2011,1,8,5,1,45.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
166,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,5,2011,1,8,5,1,44.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
167,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,6,2011,1,8,5,1,44.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
168,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,7,2011,1,8,5,1,44.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
169,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,8,2011,1,8,5,1,44.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
170,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,9,2011,1,8,5,1,44.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
171,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,10,2011,1,8,5,1,45.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
172,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,11,2011,1,8,5,1,47.0,47.0,39.0,44.166666666666664,52.541666666666664,8.375
